m,n_dus_edges,n_skip,C,L,version_ref,n_dependencies,C_spine,L_spine,C_spine_sd,L_spine_sd,C_fwd,L_fwd,m_fwd
73,285,213,0.5557717250324254,26.767123287671232,a2tVSbVU1VuAo31,46962,0.5521076523994812,26.72534246575342,0.0015520230796075586,0.05188779990827039,,,
192,6188,5997,0.498117815145635,2.7864583333333335,H5I5pnCYaMruppK,66278,0.469956225902714,2.7171874999999996,0.0006675713236227096,0.1552406635790772,0.7149894781095796,2.3027267911936935,94.1
73,282,210,0.5461133069828722,26.767123287671232,xi15j38h3Te0WYg,45906,0.541699604743083,26.730136986301368,0.0026193538013268907,0.057972887587667624,,,
100,2872,2773,0.7986360373295046,1.47,ELL68GASmZ0w80h,68660,0.7915702022014837,1.4689999999999999,0.000627668263034024,0.01640121946685674,,,
152,2718,2567,0.48538153811642426,1.8486842105263157,7JiCOvdd8cdNVXf,60033,0.4616078438703405,1.7871710526315787,0.001614358292550959,0.033692625901912195,,,
199,5310,5112,0.42532428129841016,1.7236180904522613,w4fiV4zZ15t0u3K,51709,0.3843441914919438,1.6861809045226128,0.000801123156596051,0.006251183570163156,,,
73,283,211,0.5369881109643329,26.698630136986303,B4tZ8ubAUM3J3JF,45787,0.5359643328929988,26.679452054794524,0.0030588801631116413,0.040031888208774145,0.5315680452968161,20.627321998284213,70.0
100,2872,2773,0.7986360373295046,1.47,vYubb871hghZNLR,68660,0.7915724455611389,1.4734999999999998,0.0007146914955610182,0.022643983748448525,0.9054274291055737,1.0684296522951464,46.5
192,6269,6078,0.5094432977325091,2.3020833333333335,7HAUf3o2fNh5rr2,67207,0.47477272613686916,2.314583333333333,0.0008599074085641954,0.05749018636061098,,,
321,7530,7210,0.4268188831226081,1.9501557632398754,do3mqm4w9WBcie9,66951,0.41294056945919405,1.9699376947040501,0.001634423259369465,0.008316940233154194,,,
73,285,213,0.546526867627785,26.698630136986303,K8ZWFaiD3cMpMX1,45840,0.5468545216251639,26.702739726027396,0.0024996371065217123,0.058935958258353544,,,
145,4440,4296,0.6374536220424548,11.806896551724138,519JV38lA0Dq68w,79285,0.6256949090687913,11.706896551724139,0.0004744529380460452,0.23016821641529958,,,
134,4636,4503,0.6044531761624099,2.8955223880597014,nZoV1Icyh9sc5k3,92606,0.5916405052694117,2.9041044776119405,0.0006092436984728696,0.018015086126228805,,,
172,4642,4471,0.5798690685185025,1.819767441860465,M5mCsb0EXI6UFq0,95667,0.5591660685098544,1.7805232558139537,0.0007030523162890888,0.011314825846528254,,,
181,5421,5241,0.5794806479675675,1.867403314917127,P4pA12F6Jn8qznZ,104652,0.5693960983209475,1.808011049723757,0.000768075974292694,0.030001322681788827,,,
128,4300,4173,0.6205535696667501,2.875,5cupeSjp6Y5nDDa,93103,0.6061504367690473,2.891796875,0.0005465283970843012,0.011918864298744029,0.7684194283405559,2.7519129598875267,78.9
154,5538,5385,0.6819159210112101,2.4155844155844157,jGI486CG18cOk1w,128627,0.6711056509745543,2.4938311688311687,0.0004409138397646281,0.12307678877527475,0.8352055610228613,2.313910665493859,83.3
103,2572,2470,0.6578344338261505,1.3883495145631068,VFNy3AECVK46Azp,98122,0.6358460781151868,1.2747572815533985,0.0011576018968825852,0.006933425658779463,,,
182,5362,5181,0.604004367868319,1.8076923076923077,n2s54l9gQA78M35,107834,0.5864442180709558,1.740934065934066,0.00144661060635581,0.009871013309462426,0.6889866496833843,1.655878307462539,104.3
136,3507,3372,0.669051460597826,1.8602941176470589,gCRBoHvUXn8D7YT,96364,0.6605304220448369,1.7823529411764707,0.0005991669928350615,0.016670270659933317,,,
136,3502,3367,0.6671193763300575,1.8676470588235294,JOVAc75Dr1U52qF,95266,0.6581872720856369,1.7992647058823532,0.0006300700647006672,0.018760810032607454,,,
164,5532,5369,0.6737811403133294,2.9695121951219514,wDUqrpwx02ZL13I,128468,0.6611998116599607,2.852439024390244,0.00036688834576491415,0.14210849555610916,,,
193,6028,5836,0.6189893259685004,1.8704663212435233,XocemZmvmS6Zj8W,114086,0.6074899853200966,1.8209844559585495,0.0004413681569143346,0.03598985512153443,,,
155,4822,4668,0.5620131660018809,3.0580645161290323,tvGkhMX8R5kOUJ9,90970,0.5478652268378894,2.985161290322581,0.0007017094280884903,0.021982871016001104,,,
166,4798,4633,0.5880768072411744,1.819277108433735,0lsx0QC6oP9NDEi,99541,0.5723327879661059,1.7671686746987951,0.0014172167831967661,0.020541638688707814,0.7350505852085643,1.7346090098996398,93.4
172,4645,4474,0.5643385575540829,1.8662790697674418,dYCNw58slrMIaqD,89168,0.5480448616808667,1.7869186046511634,0.0008330853978277451,0.010605486248229467,,,
181,5433,5253,0.5796253525442773,1.8784530386740332,1v7jaXGu6cYWJ5M,104872,0.5696772198230611,1.808011049723757,0.0008824903506086115,0.021101428645820687,,,
134,3494,3361,0.67968,1.8656716417910448,y20k3M9N7erJ5kQ,96203,0.6721423999999999,1.7921641791044778,0.0004274695778649038,0.022669253998632864,,,
162,5623,5462,0.5900308746812405,2.5617283950617282,MG45Gsn0Hu98vVq,114308,0.5773605949840049,2.3851851851851853,0.000639097456910813,0.07462245572030582,,,
152,2847,2696,0.5837817686721992,1.9605263157894737,vDcTE3OBmEiCg6c,101667,0.5662919800311204,1.8388157894736838,0.0008531045886364233,0.03259733984694077,,,
136,3518,3383,0.6721327074346612,1.8676470588235294,8vD07t1M6joPvv9,95896,0.6630910090501565,1.797426470588236,0.0004598977153106356,0.017780591601976103,,,
130,3443,3314,0.665333004387141,1.8692307692307693,20VivGKJSy0zQ2E,96010,0.658246001694788,1.8046153846153845,0.00048793343122605467,0.022081077068318942,,,
193,5998,5806,0.6237317576420858,1.8652849740932642,8SV6hN9W43bDbrH,113326,0.6125659536228681,1.812176165803109,0.00044277490440741474,0.029849011973582643,,,
171,4870,4700,0.5723855017216901,1.9473684210526316,UQOcfMWWqJKjeMY,96157,0.5635758602568024,1.9330409356725144,0.0008905207124418395,0.059161953941931966,0.7369932381873948,1.9205795935275973,95.7
181,5427,5247,0.5799654890563981,1.9005524861878453,056dClH7MlA4muC,104751,0.5706381686495322,1.8466850828729278,0.0008546918140723852,0.029176031337645,,,
130,3444,3315,0.6652687802994551,1.8692307692307693,Ni586s3AxXH73EO,96169,0.6583154575485863,1.8,0.0005466108658624014,0.025279502654084574,,,
154,5493,5340,0.6767578230850106,2.4025974025974026,BCcj9Uo22s4bnNB,128564,0.6654814164471758,2.403246753246753,0.00044700770386411686,0.11519158401915171,,,
